Time,Script,Translation
0s,カワウソちゃん、怒ってる？,"Otters, are you angry?"
4s,勢いよくジャンプ,Jump vigorously
8s,お見事！,well done!
11s,ここは四国香川県高松市の高松駅です,"This is Takamatsu Station in Takamatsu City, Kagawa Prefecture, Shikoku"
17s,今から水族館に行きます。電車でいきます,I'm going to the aquarium now. I will go by train
25s,歩いていると（おとくな）切符を発見しました,I found a (sounding) ticket while walking
31s,電車に乗ります,Take the train
34s,かっこいいですね？笑,It is cool? Lol
36s,あまり人が乗ってません田舎なので,Because there aren't many people in the countryside
43s,はい座りましょう,Yes let's sit down
48s,ガラガラです empty という意味です,It ’s rattling. It means empty.
55s,はい,Okay
58s,ここからは田舎の景色を楽しんでください,Enjoy the view of the countryside from here
1:09,すごく晴れて空が青いですね,It ’s very sunny and the sky is blue.
1:15,〜機内アナウンス〜,~ In-flight announcement ~
1:23,盆栽が有名な町なんです（町の名前 -鬼無）,It's a town famous for bonsai (town name-Kinashi)
1:38,さっきの鬼無っていう場所は日本の盆栽の80%90%ちょっと正確な数字はわかんないんですけど,The place called Oninashi was 80% 90% of Japanese bonsai. I don't know the exact number.
1:48,盆栽が多く作られている場所です,It ’s a place where many bonsai are made.
1:51,香川県には小さな山がたくさんあります,There are many small mountains in Kagawa prefecture
1:55,田んぼも多いです,There are also many rice fields
2:01,ほとんどの人は車を持っています,Most people have a car
2:05,でも時々電車で旅行するのもいいですね,But sometimes it ’s good to travel by train.
2:18,目的地の宇多津駅に着きました,"I arrived at my destination, Utazu Station"
2:21,今から歩いて,Walking from now
2:24,水族館に向かいます,Head to the aquarium
2:32,みんなマスクをしてますね,Everyone is wearing a mask
2:45,地図があります,There is a map
2:52,大きなタワーが見えました,I saw a big tower
2:54,でもこれは水族館じゃないです,But this is not an aquarium
2:56,もっと歩きます。,I will walk more.
2:58,海沿いの方に。海が見えました,Towards the sea. I could see the sea
3:03,水族館です,It's an aquarium
3:10,カップルが多いです。ね？（私は一人旅）,There are many couples. Right? (I travel alone)
3:15,ここでチケットを買って体温測定をします,Buy a ticket here and measure your body temperature
3:31,何でしょうか何がいるんだろう？,What is it and what is it?
3:36,イルカですね,It's a dolphin
3:37,イルカです。気持ちよさそうに泳いでいます,It's a dolphin. I'm swimming comfortably
3:52,癒されますね,You will be healed
3:57,小さいフグ のような魚です,It ’s a small puffer fish.
4:02,メニーリングパイプフィッシュ？タツノオトシゴみたいです。,Many ring pipefish? It looks like a seahorse.
4:10,神秘的ですね,It's mysterious
4:14,ここから本館に入ります,Enter the main building from here
4:32,カラフル,colorful
4:37,不思議なかたち,Mysterious shape
4:45,男：「おいしそう」,"Man: ""It looks delicious"""
4:47,女：「やめて」,"Woman: ""Stop"""
4:49,女２「でもおいしそう」,"Woman 2 ""But it looks delicious"""
4:54,これはカニです。さっきのはエビでした。美味しそうって言ったのが聞こえましたか？私じゃないですよ。笑,This is a crab. The previous one was shrimp. Did you hear that it looked delicious? Not me. Lol
5:03,はい、ここからあーすごい,"Yes, it ’s amazing from here"
5:15,タイミングよく餌の時間でした 食べ物を奪い合っています,"It was time to feed at the right time, competing for food"
5:42,魚を見ていると本当に癒されますね,Looking at the fish really heals me
5:50,餌はエビですかね,Is the bait shrimp?
6:24,生きた化石と呼ばれていました なんかラブラブですね,"It was called a living fossil, isn't it?"
6:41,天気が良かったのでテラスに出てみました,The weather was nice so I went out to the terrace
6:47,あれはペンギンえんですかねペンギンですね、かわいい,"Is that a penguin? It ’s a penguin, it ’s cute."
7:02,あーイルカもいます,There are also dolphins
7:07,こんな仕事いいですね,This kind of work is good
7:08,イルカと遊ぶ仕事 大変なまぁ知ってるんですけど楽しそうです,"I know it's hard work to play with dolphins, but it looks fun"
7:21,ペンギンとかイルカの絵が付いたラテもありました,There was also a latte with a picture of a penguin or a dolphin.
7:28,飲んでないですけど（笑）じゃあ、まあ、 私の休日はすごく楽しかったです,"I haven't drank it (laughs) Well, well, my holiday was a lot of fun"
7:34,見てくれてありがとうございます。じゃーね,Thank you for watching. see you
