Words,Reading,Meaning
止める,とめる,to stop something
泊める,とめる,"to give shelter to, to lodge "
嘗める,なめる,"to lick, to taste, to experience, to make fun of,  to make light of, to put down"
填める,はめる,"to get in, to insert, to put on, to make love"
褒める,ほめる,"to praise, to admire, to speak well"
揉める,もめる,"to disagree, to dispute"
止める,やめる,to stop
辞める,やめる,to retire
ほめる,ほめる,to praise
積もる,つもる,to pile up
降りる,おりる,"to get off, to descend"
下りる,おりる,"to get off, to descend"
借りる,かりる,to borrow
懲りる,こりる,"to to learn by experience, to be disgusted with"
足りる,たりる,to enough
入れる,いれる,to put in
売れる,うれる,to be sold
折れる,おれる,to break or be folded
枯れる,かれる,"to wither, to die (plant), to be blasted (plant)"
涸れる,かれる,"to dry up, to run out"
切れる,きれる,"to cut well, to be sharp, to break off"
暮れる,くれる,"to get dark, to come to an end"
呉れる,くれる,"to give, to let one have, to do for one, to be given"
擦れる,すれる,"to rub, to chafe, to wear, to become sophisticated"
逸れる,それる,"to stray (turn) from subject, to get lost, to go astray"
垂れる,たれる,"to hang, to droop, to drop, to lower, to pull down, to dangle, to sag, to drip, to ooze, to trickle, to leave "
取れる,とれる,"to come off, to be taken off, to be removed"
慣れる,なれる,to grow accustomed to
馴れる,なれる,"to become domesticated, to become tame"
濡れる,ぬれる,to get wet
晴れる,はれる,to be sunny
腫れる,はれる,"to swell (from inflammation), to be become swollen"
触れる,ふれる,"to touch, to be touched, to touch on a subject, to feel, to violate (law, copyright, etc.), to perceive, t"
漏れる,もれる,"to leak out, to escape, to come through, to shine through, to filter out, to be omitted"
揺れる,ゆれる,"to shake, to sway"
割れる,われる,to break
植わる,うわる,to be planted
終わる,おわる,"to finish, to close"
変わる,かわる,to change
代わる,かわる,"to take the place of, to relieve, to be substituted for, to be exchanged, to change places with, to take "
やっ付ける,やっつける,to beat
ぶら下げる,ぶらさげる,"to hang, to suspend, to dangle, to swing"
やり遂げる,やりとげる,to accomplish
損なう,そこなう,"to harm, to hurt, to injure, to damage, to fail in doing"
逆らう,さからう,"to go against, to oppose, to disobey, to defy"
味わう,あじわう,"to taste, to savor, to relish"
賑わう,にぎわう,"to prosper, to flourish, to do thriving business, to be crowded with people"
動かす,うごかす,"to move, to shift"
脅かす,おどかす,"to threaten, to coerce "
乾かす,かわかす,"to dry (clothes, etc), to desiccate"
転がす,ころがす,to roll
及ぼす,およぼす,"to exert, to cause, to exercise"
滅ぼす,ほろぼす,"to destroy, to overthrow, to wreck, to ruin "
悩ます,なやます,"to afflict, to torment, to harass, to molest"
励ます,はげます,"to encourage, to cheer, to raise (the voice)"
費やす,ついやす,"to spend, to devote, to waste "
遅らす,おくらす,"to retard, to delay "
凝らす,こごらす,"to freeze, to congeal"
齎らす,もたらす,"to bring, to take, to bring about"
悲しむ,かなしむ,"to be sad, to mourn for, to regret"
苦しむ,くるしむ,"to suffer, to grain, to be worried"
親しむ,したしむ,"to be intimate with, to befriend"
楽しむ,たのしむ,to enjoy oneself
赤らむ,あからむ,"to become red, to redden, to blush"
危ぶむ,あやぶむ,"to fear, to have misgivings, to be doubtful to mistrust"
膨らむ,ふくらむ,"to expand, to swell (out), to get big, to become inflated"
率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)"
用いる,もちいる,"to use, to make use of"
与える,あたえる,"to give, to present, to award"
甘える,あまえる,"to behave like a spoiled child, to fawn on"
押える,おさえる,"to stop, to restrain, to seize, to repress, to suppress, to press down"
教える,おしえる,"to teach, to tell"
怯える,おびえる,"to become frightened, to have a nightmare"
覚える,おぼえる,to remember
抱える,かかえる,to hold or carry under or in the arms
数える,かぞえる,to count
叶える,かなえる,"to grant (request, wish)"
構える,かまえる,to set up
鍛える,きたえる,"to forge, to drill, to temper, to train, to discipline"
加える,くわえる,"to append, to sum up, to add up"
栄える,さかえる,"to prosper, to flourish"
凍える,こごえる,"to freeze, to be chilled, to be frozen"
支える,ささえる,"to support, to hold, to maintain"
答える,こたえる,to answer
備える,そなえる,"to furnish, to provide for, to equip, to install"
具える,そなえる,to be furnished with
聳える,そびえる,"to rise, to tower, to soar"
揃える,そろえる,"to put things in order, to arrange, to make uniform, to get something ready"
例える,たとえる,"to compare, to liken, to speak figuratively, to illustrate, to use a simile"
違える,ちがえる,to change
仕える,つかえる,"to serve, to work for"
伝える,つたえる,to report
唱える,となえる,"to recite, to chant, to call upon"
捕える,とらえる,"to seize, to grasp, to capture, to arrest"
控える,ひかえる,"to draw in, to hold back, to make notes, to be temperate in"
震える,ふるえる,"to shiver, to shake, to quake"
交える,まじえる,"to mix, to converse with, to cross"
迎える,むかえる,to go out to meet
預かる,あずかる,"to keep in custody, to receive on deposit, to take charge of"
助かる,たすかる,"to be saved, to be rescued, to survive, to be helpful"
儲かる,もうかる,"to be profitable, to yield a profit"
嫌がる,いやがる,"to hate, to dislike"
転がる,ころがる,"to roll, to tumble"
繋がる,つながる,"to be tied together, to be connected, to be related to"
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around"
塞がる,ふさがる,"to be plugged up, to be shut up"
跨がる,またがる,"to extend over or into, to straddle"
群がる,むらがる,"to swarm, to gather"
預ける,あずける,"to give into custody, to entrust, to deposit"
砕ける,くだける,"to break, to be broken, to be smashed, to collapse, to crumble"
授ける,さずける,"to grant, to give, to confer, to award, to teach, to instruct"
助ける,たすける,"to save, to rescue, to help, to assist, to support, to facilitate, to stimulate, to promote"
続ける,つづける,"to continue, to keep up, to keep on"
届ける,とどける,"to deliver, to forward, to send, to deliver, to forward, to send"
蕩ける,とろける,"to melt (and become soft or liquid), to be enchanted (by), to be charmed"
怠ける,なまける,"to be idle; to slacken, to neglect (e.g. one's work)"
儲ける,もうける,"to profit, to get, to earn, to gain, to have"
設ける,もうける,"to prepare, to provide, to set up; to establish; to organize"
掲げる,かかげる,.
捧げる,ささげる,.
繋げる,つなげる,.
広げる,ひろげる,.
案じる,あんじる,.
演じる,えんじる,.
応じる,おうじる,.
感じる,かんじる,.
禁じる,きんじる,.
信じる,しんじる,.
通じる,つうじる,.
転じる,てんじる,.
報じる,ほうじる,.
命じる,めいじる,.
論じる,ろんじる,.
愛する,あいする,.
害する,がいする,.
関する,かんする,.
恋する,こいする,.
察する,さっする,.
制する,せいする,.
接する,せっする,.
即する,そくする,.
属する,ぞくする,.
対する,たいする,.
達する,たっする,.
脱する,だっする,.
適する,てきする,.
徹する,てっする,.
熱する,ねっする,.
罰する,ばっする,.
反する,はんする,.
面する,めんする,.
有する,ゆうする,.
要する,ようする,.
演ずる,えんずる,.
応ずる,おうずる,.
感ずる,かんずる,.
禁ずる,きんずる,.
信ずる,しんずる,.
報ずる,ほうずる,.
命ずる,めいずる,.
論ずる,ろんずる,.
被せる,かぶせる,.
任せる,まかせる,.
隔たる,へだたる,.
慌てる,あわてる,.
煽てる,おだてる,.
育てる,そだてる,.
隔てる,へだてる,.
重なる,かさなる,.
異なる,ことなる,.
連なる,つらなる,.
重ねる,かさねる,.
訪ねる,たずねる,.
尋ねる,たずねる,.
連ねる,つらねる,.
萎びる,しなびる,.
滅びる,ほろびる,.
比べる,くらべる,.
調べる,しらべる,.
並べる,ならべる,.
集まる,あつまる,.
埋まる,うずまる,.
収まる,おさまる,.
納まる,おさまる,.
治まる,おさまる,.
固まる,かたまる,.
定まる,さだまる,.
静まる,しずまる,.
高まる,たかまる,.
縮まる,ちぢまる,.
捕まる,つかまる,.
勤まる,つとまる,.
強まる,つよまる,.
留まる,とどまる,.
止まる,とどまる,.
挟まる,はさまる,.
始まる,はじまる,.
広まる,ひろまる,.
深まる,ふかまる,.
纏まる,まとまる,.
弱まる,よわまる,.
集める,あつめる,.
苛める,いじめる,.
痛める,いためる,.
炒める,いためる,.
薄める,うすめる,.
収める,おさめる,.
納める,おさめる,.
治める,おさめる,.
固める,かためる,.
定める,さだめる,.
沈める,しずめる,.
進める,すすめる,.
勧める,すすめる,.
高める,たかめる,.
縮める,ちぢめる,.
勤める,つとめる,.
務める,つとめる,.
努める,つとめる,.
強める,つよめる,.
咎める,とがめる,.
留める,とどめる,.
止める,とどめる,.
始める,はじめる,.
眺める,ながめる,.
広める,ひろめる,.
深める,ふかめる,.
含める,ふくめる,.
纏める,まとめる,.
丸める,まるめる,.
認める,みとめる,.
求める,もとめる,.
休める,やすめる,.
緩める,ゆるめる,.
弱める,よわめる,.
早める,はやめる,.
呆れる,あきれる,.
暴れる,あばれる,.
溢れる,あふれる,.
遅れる,おくれる,.
恐れる,おそれる,.
溺れる,おぼれる,.
隠れる,かくれる,.
崩れる,くずれる,.
汚れる,けがれる,.
拗れる,こじれる,.
零れる,こぼれる,.
壊れる,こわれる,.
痺れる,しびれる,.
優れる,すぐれる,.
廃れる,すたれる,.
倒れる,たおれる,.
縮れる,ちぢれる,.
疲れる,つかれる,.
潰れる,つぶれる,.
流れる,ながれる,.
逃れる,のがれる,.
外れる,はずれる,.
離れる,はなれる,.
放れる,はなれる,.
膨れる,ふくれる,.
紛れる,まぎれる,.
乱れる,みだれる,.
凭れる,もたれる,.
破れる,やぶれる,.
汚れる,よごれる,.
別れる,わかれる,.
忘れる,わすれる,.
教わる,おそわる,.
係わる,かかわる,.
加わる,くわわる,.
備わる,そなわる,.
伝わる,つたわる,.
交わる,まじわる,.
出会う,であう,"to meet by chance, to come across, to happen to encounter"
出合う,であう,"to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date"
似合う,にあう,"to suit, to match, to become, to be like"
背負う,せおう,"to be burdened with, to carry on back or shoulder"
仕舞う,しまう,"to finish, to close, to do something completely, to put away, to put an end to"
見舞う,みまう,"to ask after (health), to visit"
藻掻く,もがく,"to struggle, to wriggle, to be impatient"
気付く,きづく,"to notice, to recognize, to become aware of"
目指す,めざす,"to aim at, to have an eye on"
目立つ,めだつ,"to be conspicuous, to stand out"
仕切る,しきる,"to partition, to divide, to mark off, to settle accounts, to toe the mark"
出切る,できる,"to be out of, to have no more at hand"
区切る,くぎる,"to punctuate, to cut off, to mark off, to stop, to put an end to "
湿気る,しける,"to be damp, to be moist"
強請る,ねだる,"te tease, to coax, to solicit, to demand"
怒鳴る,どなる,"to shout, to yell"
真似る,まねる,"to mimic, to imitate"
威張る,いばる,"to be proud, to swagger"
流行る,はやる,"to flourish, to thrive, to be popular, to come into fashion"
付合う,つきあう,"to associate with, to keep company with, to get on with"
揶揄う,からかう,"to ridicule, to tease, to banter with, to make fun of"
間違う,まちがう,"to make a mistake, to be incorrect, to be mistaken"
手伝う,てつだう,to assist
振舞う,ふるまう,"to behave, to conduct oneself, to entertain (vt)"
似通う,にかよう,to resemble closely
支払う,しはらう,to pay
躊躇う,ためらう,to hesitate
落着く,おちつく,"to calm down, to settle down"
傷付く,きずつく,"to be hurt, to be wounded, to get injured"
片付く,かたづく,"to put in order, to dispose of, to solve"
近付く,ちかづく,"to approach, to get near, to get acquainted with, to get closer"
長引く,ながびく,"to be prolonged, to drag on"
散蒔く,ばらまく,"to disseminate, yo scatter, to give money freely"
見直す,みなおす,"to look again, to get a better opinion of"
見逃す,みのがす,"to miss, to overlook, to leave at large"
指差す,ゆびさす,to point at
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of "
引出す,ひきだす,"to pull out, to take out, to draw out, to withdraw"
役立つ,やくだつ,"to be useful, to be helpful, to serve the purpose"
微笑む,ほほえむ,to smile
裏切る,うらぎる,"to betray, to turn traitor to, to double-cross"
横切る,よこぎる,"to cross (e.g. arms), to traverse"
見送る,みおくる,"(1) to see off, to farewell,(2) to escort,(3) to let pass"
着飾る,きかざる,to dress up
嵩張る,かさばる,"to be bulky, to be unwieldy, to grow voluminous "
片寄る,かたよる,"to be one-sided, to incline, to be partial"
近寄る,ちかよる,"to approach, to draw near"
洒落る,しゃれる,"to joke, to play on words, to dress stylishly"
引返す,ひきかえす,"to repeat, to send back, to bring back "
裏返す,うらがえす,"to turn inside out, to turn (something) over"
心得る,こころえる,"to be informed, to have thorough knowledge"
引受る,ひきうける,"to undertake, to take up, to take over"
物語る,ものがたる,"to tell, to indicate"
逆上る,さかのぼる,"to go back, to go upstream, to make retroactive"
上回る,うわまわる,to exceed
見落とす,みおとす,"to overlook, to fail to notice"
蹴飛ばす,けとばす,"to kick away, to kick off, to kick (someone), to refuse, to reject"
見下ろす,みおろす,"to overlook, to command a view of, to look down on something"
途絶える,とだえる,"to stop, to cease, to come to an end"
見付かる,みつかる,"to be found, to be discovered"
仕上がる,しあがる,to be finished
打付ける,ぶつける,"to knock, to run into, to nail on, to strike hard, to hit and attack"
仕掛ける,しかける,"to commence, to lay (mines), to set (traps), to wage (war), to challenge"
付き合う,つきあう,"to associate with, to keep company with, to get on with"
釣り合う,つりあう,"to balance, to be in harmony, to suit "
間に合う,まにあう,to be in time for
引っ掻く,ひっかく,to scratch
追い付く,おいつく,"to overtake, to catchup (with)"
受け継ぐ,うけつぐ,"to inherit, to succeed, to take over"
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)"
差し引く,さしひく,to deduct
取り巻く,とりまく,"to surround, to circle, to enclose"
言い出す,いいだす,"to start talking to speak, to tell, to propose, to suggest, to break the ice "
売り出す,うりだす,"to put on sale, to market, to become popular"
愛用する,あいよう,"to use regularly, patronize"
アクセスする,アクセスする,to access (for Internet)
案内する,あんないする,"to guide, lead"
安心する,あんしんする,"to be relieved, feel secure"
安定する,あんていする,"to be steady, stable"
アップする,アップする,to upload (for Internet)
アレンジする,アレンジする,to arrange
爆発する,ばくはつする,"to explode, burst, blow up"
弁護する,べんごする,"to defend, testify for"
勉強する,べんきょうする,"to study, to give a discount"
弁償する,べんしょうする,"to compensate, repay for loss"
防止する,ぼうしする,"to prevent, keep in check"
募集する,ぼしゅうする,"to recruit, collect"
分析する,ぶんせきする,"to analyze, break down"
チャレンジする,チャレンジする,to challenge
遅刻する,chikoku,"to be late, tardy"
貯金する,chokin,to save money
調査する,chōsa,"to investigate, inquire into, examine"
調整する,chōsei,"to regulate, adjust"
ちゅうちょする,chūcho,"to hesitate, waver, vacillate"
注意する,chūi,"to be careful of, pay attention to"
中継する,chūkei,to relay (a broadcast)
忠告する,chūkoku,to warn
注目する,chūmoku,"to observe, take notice of"
注文する,chūmon,"to order (food, goods)"
中止する,chūshi,"to stop, discontinue, call off"
ダウンロードする,daunrōdo,to download (for Internet)
妥協する,dakyō,to compromise
ダンスする,dansu,to dance
電話する,denwa,to make a telephone call
独立する,dokuritsu,to become independent
同意する,dōi,"to agree, approve"
導入する,dōnyū,"to bring in, introduce"
ドラッグする,doraggu,to drag with a (computer) mouse
努力する,doryoku,"to make an effort, work hard"
営業する,eigyō,"to do business, be open"
影響する,eikyō,"to influence, affect"
延長する,enchō,"to extend, lengthen"
演技する,engi,"to act, perform"
援助する,enjo,"to assist, help, support, aid"
延期する,enki,"to postpone, put off"
遠慮する,enryo,"to refrain, hold back"
ファックスする,fakkusu,to fax
フォローする,forō,to follow on line
復活する,fukkatsu,"to revive, restore"
復習する,fukushū,"to review, go over"
復讐する,fukushū,to revenge
普及する,fukyū,"to spread, diffuse"
赴任する,funin,to leave for one’s new post
不足する,fusoku,"to be short of, be lacking"
負担する,futan,to bear the weight of
我慢する,gaman,"to be patient, endure"
減少する,genshō,to decrease
限定する,gentei,"to limit, restrict"
議論する,giron,"to argue, discuss,debate"
誤解する,gokai,to misunderstand
合格する,gōkaku,to pass an examination
合計する,gōkei,"to add up, total"
ハグする,hagu,to hug
廃止する,haishi,"to abolish, do away with, repeal"
配達する,haitatsu,to deliver
破壊する,hakai,"to destroy, break, ruin"
発行する,hakkō,"to publish, issue, bring out"
反映する,han’ei,to reflect
繁栄する,han’ei,"to prosper, flourish"
判断する,handan,"to judge, conclude"
反省する,hansei,"to reflect on oneself,reconsider"
反対する,hantai,"to be against, be opposed"
発売する,hatsubai,"to begin selling, put on the market"
発明する,hatsumei,to invent
発展する,hatten,"to develop, expand"
平均する,heikin,"to average, balance"
変化する,henka,"to change, alter, be transformed"
編集する,henshū,"to edit, compile"
批判する,hihan,to criticize
否定する,hitei,"to deny, negate"
翻訳する,hon’yaku,to translate
報告する,hōkoku,"to report, inform"
訪問する,hōmon,"to visit, call on, pay a visit"
保証する,hoshō,"to guarantee, warrant"
補償する,hoshō,"to compensate, make up for"
評価する,hyōka,"to appraise, value"
移動する,idou,"to move, transfer, migrate"
違反する,ihan,to violate
維持する,iji,"to maintain, support, keep"
移行する,ikou,"to switch over to, migrate, transit"
引退する,intai,"to retire, give up one’s position"
依頼する,irai,"to request, ask"
一致する,itchi,"to agree with, be in unison"
意図する,ito,"to intend to do, make a goal"
ジャンプする,janpu,to jump
実験する,jikken,to experiment
実行する,jikkō,"to carry out, execute"
自慢する,jiman,"to be proud, boast of, take pride in"
自立する,jiritsu,to become independent
辞職する,jishoku,to resign
実現する,jitsugen,"to be realized, come true"
ジョギングする,jogingu,to jog
上映する,jōei,to show a film
譲歩する,jōho,"to concede, give way to"
上昇する,jōshō,"to go up, rise, ascend"
準備する,junbi,to prepare
回復する,kaifuku,"to restore, recuperate"
開発する,kaihatsu,"to develop, exploit"
開放する,kaihō,to open a place to the public
解放する,kaihō,"to release, set a prisoner free"
改革する,kaikaku,"to reform, improve"
解決する,kaiketsu,"to settle, resolve"
開催する,kaisai,to hold (an event)
改正する,kaisei,"to revise, amend, improve"
解釈する,kaishaku,"to interpret, explain"
開拓する,kaitaku,"to reclaim, exploit, develop"
下降する,kakō,"to come down, descend, drop"
加工する,kakō,"to process, manufacture"
拡大する,kakudai,"to magnify, enlarge, expand"
確認する,kakunin,"to confirm, ascertain, verify, validate"
関係する,kankei,"to be related, have a relationship"
管理する,kanri,"to manage, control, administer"
観察する,kansatsu,"to observe, watch closely"
完成する,kansei,"to finish, complete"
感心する,kanshin,"to admire, be impressed"
観賞する,kanshō,to appreciate
仮定する,katei,"to assume, suppose"
活動する,katsudō,to be active
活躍する,katsuyaku,"be active in, take an active part"
カットする,katto,to cut
経営する,keiei,"to manage, conduct, run (a business)"
経過する,keika,"to pass, elapse, expire"
計画する,keikaku,to plan
経験する,keiken,"to experience, undergo"
計算する,keisan,"to count, calculate, sum up"
契約する,keiyaku,"to contract, make a contract with"
結婚する,kekkon,to marry
見物する,kenbutsu,to go sightseeing
けんかする,kenka,"to quarrel, fight"
研究する,kenkyū,"to study, research"
研修する,kenshū,"to study, train, intern"
検討する,kentō,"to examine, investigate, think over"
欠席する,kesseki,to be absent
決心する,kesshin,"to make up one’s mind, decide"
決定する,kettei,"to decide, determine"
キープする,キープする,to keep
キックする,キックする,to kick
緊張する,kinchō,"to be tense, nervous"
記念する,kinen,to commemorate
記録する,kiroku,"to record, write down"
キスする,kisu,to kiss
期待する,kitai,"to expect, hope"
攻撃する,kōgeki,"to attack, charge, criticize"
工事する,kōji,to construct
後悔する,kōkai,"to regret, repent, be sorry"
交換する,kōkan,to exchange
混乱する,konran,"to be confused, be in disorder"
コントロールする,コントロールする,to control
コピーする,コピーする,to make a copy
考慮する,kōryo,"to consider, think over"
交流する,kōryū,"to exchange (ideas, culture)"
故障する,koshō,to break down
交渉する,kōshō,to negotiate
交代する,kōtai,"to take turns, take a person’s place"
クリックする,クリックする,to click with a mouse
キャンセルする,キャンセルする,to cancel
拒否する,kyohi,"to refuse, reject, deny"
教育する,kyōiku,to educate
許可する,kyoka,to permit
供給する,kyōkyū,"to supply, furnish, provide"
強制する,kyōsei,"to compel, force a person to do"
競争する,kyōsō,to compete
救助する,kyūjo,"to rescue, help"
休憩する,kyūkei,"to rest, take a break"
吸収する,kyūshū,to absorb
メールする,mēru,to send an email
迷惑する,meiwaku,to be troubled/annoyed
面接する,mensetsu,to interview
ミックスする,mikkusu,to mix
ミスする,misu,"to make a mistake, to miss"
黙認する,mokunin,to permit or approve tacitly
矛盾する,mujun,"to be contradictory, to conflict"
無視する,mushi,"to ignore, disregard"
納得する,nattoku,to be convinced
認識する,ninshiki,to recognize realize understand
入学する,nyūgaku,to enter a school
入院する,nyūin,to be hospitalized
応援する,ōen,"to aid, support, encourage, cheer"
往復する,ōfuku,to go and return
応用する,ōyō,"to apply, put into practice"
パスする,pasu,to pass (mainly used in sports)
落第する,rakudai,"to fail an exam, be rejected"
落選する,rakusen,to be defeated in an election
連絡する,renraku,"to contact, get in touch"
練習する,renshū,"to practice, exercise"
リードする,riido,to lead
理解する,rikai,"to understand, comprehend"
離婚する,rikon,to divorce
利用する,riyō,to make use of
ロックする,rokku,to lock
録音する,rokuon,to record (sound)
浪費する,rōhi,"to waste (money or time), throw away"
旅行する,ryokō,to travel
料理する,ryōri,to cook
留学する,ryūgaku,to study abroad
裁判する,saiban,to hold a trial
採用する,saiyō,"to employ, adopt (measures)"
参加する,sanka,"to join, take part in"
散歩する,sanpo,to take a walk
賛成する,sansei,"to agree, approve"
生活する,seikatsu,"to make a living, support oneself"
成功する,seikō,to succeed
生産する,seisan,"to produce, manufacture"
専攻する,senkō,"to specialize, major in"
選挙する,senkyo,to elect
戦争する,sensō,to make war
選択する,sentaku,"to choose, select"
洗濯する,sentaku,to wash (clothes)
説明する,setsumei,to explain
節約する,setsuyaku,"to economize, skimp, save"
セットする,setto,to set
説得する,settoku,to persuade
世話する,sewa,"to take care of, look after (someone)"
指導する,shidō,to lead guide
刺激する,shigeki,"to stimulate, irritate, excite"
支配する,shihai,"to control, dominate"
指示する,shiji,"to instruct, to indicate, to denote"
指名する,shimei,"to nominate, designate"
心配する,shinpai,"to be anxious, feel uneasy"
進歩する,shinpo,"to make progress, advance"
侵略する,shinryaku,to invade
申請する,shinsei,to make out an application
信用する,shinyō,"to trust, believe, place confidence in"
失敗する,shippai,to fail
支出する,shishutsu,to spend (expenditures)
指摘する,shiteki,to point out
質問する,shitsumon,to ask a question
使用する,shiyō,"to use, employ, to apply"
食事する,shokuji,to take a meal
消費する,shōhi,"to consume, expend"
紹介する,shōkai,"to introduce, present"
証明する,shōmei,"to prove, testify, certify"
昇進する,shōshin,to be promoted
招待する,shōtai,to invite
所有する,shoyū,"to own, possess"
所属する,shozoku,to belong to
主張する,shuchō,"to insist on, assert, emphasize, claim"
集中する,shūchū,"to concentrate, centralize"
縮小する,shukushō,"to reduce, cut, curtail"
出版する,shuppan,"to publish, issue"
出発する,shuppatsu,"to leave for, depart"
修理する,shūri,"to repair, mend, fix, to service"
就職する,shūshoku,to find employment
出席する,shusseki,to attend
出張する,shutchō,to go on a business trip
相談する,sōdan,"to consult, discuss"
掃除する,sōji,to clean
存在する,sonzai,to exist
操作する,sōsa,"to operate, handle, manage"
組織する,soshiki,"to organize, form"
卒業する,sotsugyō,to graduate from
想像する,sōzō,"to imagine, guess"
推薦する,suisen,to recommend
スタートする,スタートする,to start
逮捕する,taiho,"to arrest, apprehend"
退院する,taiin,to be released from a hospital
対立する,tairitsu,to be opposed
探検する,tanken,to explore
担当する,tantō,to take charge of
達成する,tassei,"to achieve, attain, accomplish"
タッチする,tacchi,to touch
提案する,teian,"to propose, suggest"
提出する,teishutsu,"to submit, present"
徹夜する,tetsuya,to work all night
到着する,tōchaku,to arrive
投票する,tōhyō,"to vote, cast a ballot"
統一する,tōitsu,"to unify, unite"
取り引きする,torihiki,to have dealings with
当選する,tōsen,to be elected
投資する,tōshi,to invest
通知する,tsūchi,"to inform, give notice"
追加する,tsuika,"to supplement, add"
通過する,tsūka,"to pass, go through without stopping"
運営する,un’ei,"to manage, run, administer"
運転する,unten,"to drive, to manage (money)"
和解する,wakai,to be reconciled with
約束する,yakusoku,to promise
予防する,yobō,"to prevent, protect"
要求する,yōkyū,"to demand, claim"
養成する,yōsei,"to train, develop (a person)"
予習する,yoshū,to study beforehand
予想する,yosō,"to predict, anticipate"
予約する,yoyaku,"to reserve, book"
誘拐する,yūkai,to kidnap
輸入する,yunyū,to import
優勝する,yūshō,to win a contest or championship
輸出する,yushutsu,to export
郵送する,yūsō,to send by mail
誘惑する,yūwaku,"to tempt, lure, entice"
絶望する,zetsubō,"to have no hope, be in despair"
増加する,zōka,"to increase, grow, augment"
